Unit	Greek (full — Bekker text)	Arabic (full — Tkatsch)	Gk:Ar	Align.	Rendering	Concern / note
19.10	Τί γὰρ ἄν τις ὑπολάβοι ἡμαρτῆσθαι ἃ Πρωταγόρας ἐπιτιμᾷ, Ὅτι εὔχεσθαι οἰόμενος ἐπιτάττει εἰπὼν Μῆνιν ἄειδε θεά;	‏والا فماذا للانسان ان يتوهم انه وقع الزلل فى التى كان فروطاغورس يهجن بها من انه كان يامر [ٮطں] عـٮر ما كاں يطں ان يصلى ويقول خبرى انه الاله على السخطة والحرد	1:1	High	Moderate	Protagoras=furūṭāghurus; 'Mēnin aeide thea'=khabbirī… al-āliha ʿalā l-sakhṭa
19.11	Τὸ γὰρ κελεῦσαι, φησί, ποιεῖν τι ἢ μὴ ἐπίταξίς ἐστιν.	‏وذلك انه زعم ان معنى انه امر بان يفعل شى او لا يفعل هو امر	1:1	High	Clean	
19.12	Διὸ παρείσθω ὡς ἄλλης καὶ οὐ τῆς ποιητικῆς ὂν θεώρημα.	‏ولذلك لٮحلا ذلك الصناعة لا على انه من شان صناعة الشعرا	1:1	High	Moderate	'leave it to another art, not poetics'
— CHAPTER 20  (Greek 17 · Arabic 16 units) —						
20.1	Τῆς δὲ λέξεως ἁπάσης τάδ᾿ ἐστὶ τὰ μέρη, στοιχεῖον, συλλαβή, σύνδεσμος, ὄνομα, ῥῆμα, ἄρθρον, πτῶσις, λόγος.	‏ويتول من غماٮ المقولة باسرها واحز الاسطقسات هى هذه الاقتضاب الرباط الفاصلة الاسم الكلمة التصريف القول	1:1	High	Moderate	8 parts of lexis: stoicheion=isṭiqs, syllabē=iqtiḍāb, syndesmos=ribāṭ, arthron=fāṣila, onoma=ism, rhēma=kalima, ptōsis=taṣrīf, logos=qawl
20.2	Στοιχεῖον μὲν οὖν ἐστὶ φωνὴ ἀδιαίρετος, οὐ πᾶσα δέ, ἀλλ᾿ ἐξ ἧς πέφυκε συνετὴ γίνεσθαι φωνή· καὶ γὰρ τῶν θηρίων εἰσὶν ἀδιαίρετοι φωναί, ὦν οὐδεμίαν λέγω στοιχεῖον.	‏فاما الاسطقس فهو غير مقسوم وليس كله لكن ما كان منه من شان الصوت المركب ان يتركب ويكون منه وذلك ان اصوات اليهايم هى غير مفصلة وليس ولا واحد منها صوت مركب وليس ولا واحد من اجزا الاصوات ما اقول انه للاسطقسات	1:1	High	Moderate	stoicheion=indivisible sound; thēriōn=al-yahāʾim
20.3	Ταύτης δὲ μέρη τό τε φωνῆεν καὶ τὸ ἡμίφωνον καὶ ἄφωνον.	‏واما هذا الصوت المركب فاجزاه جزوان اعنى المصوت ولا مصوت ونصف المصوت	1:1	High	Clean	phōnēen/hēmiphōnon/aphōnon = muṣawwit / niṣf muṣawwit / lā muṣawwit
20.4	Ἔστι δὲ φωνῆεν μὲν ἄνευ προσβολῆς ἔχον φωνὴν ἀκουστήν, οἷον τὸ Α καὶ τὸ Ω, ἡμίφωνον δὲ τὸ μετὰ προσβολῆς ἔχον φωνὴν ἀκουστήν, οἷον τὸ Σ καὶ τὸ Ρ, ἄφωνον δὲ τὸ μετὰ προσβολῆς καθ᾿ αὑτὸ μὲν οὐδεμίαν ἔχον φωνήν, μετὰ δὲ τῶν ἐχόντων τινὰ φωνὴν γινόμενον ἀκουστόν, οἷον τὸ Γ καὶ τὸ Δ.	‏غير ان الصوت الذى يكون من غير القرع الكاين عند الشفتين او الاسنان هو صوت غير مفصل واما نصف الصوت الذى يكون مع القرع فليس له على انفراده صوت مسموع اذا ما حرك الس والر واما لا مصوت فهو الذى مع القرع اما على انفراده فليس له ولا صوت واحد مركب مسموع واما مع التى لها صوت مركب قد يكون مسموعا بمنزلة الى والد	1:1	High	Moderate	prosbolē=al-qarʿ; A/Ō, Σ/Ρ=al-s wa-l-r, Γ/Δ=al-y wa-l-d
20.5	Ταῦτα δὲ διαφέρει σχήμασί τε τοῦ στόματος καὶ τόποις καὶ δασύτητι καὶ ψιλότητι καὶ μήκει καὶ βραχύτητι, ἔτι δὲ ὀξύτητι καὶ βαρύτητι καὶ τῷ μέσῳ· περὶ ὦν καθ᾿ ἕκαστον ἐν τοῖς μετρικοῖς προσήκει θεωρεῖν.	‏وهو بعينه مختلف بشكل الافواع والمواضع وبالاتصال والمرسل وبالطول والانقباض وايضا بالحدة والصلابة وبالتى هى موضوعة فى وسط كل واحد واحد فى جميع الاوزان وينبغى ان ٮداينها	1:1	High	Moderate	schēma stomatos=shakl al-afwāh; metrika=al-awzān
20.6	Συλλαβὴ δ᾿ ἐστὶ φωνὴ ἄσημος, συνθετὴ ἐξ ἀφώνου καὶ φωνὴν ἔχοντος· καὶ γὰρ τὸ ΓΡ ἄνευ τοῦ Α συλλαβή, καὶ μετὰ τοῦ Α, οἷον τὸ ΓΡΑ.	‏واما الاقتضاب صوت مركب مدلول مركب من اسطقس مصوت ولا مصوت وذلك ان الح والر بلا ا ليسا اقتضاب اذا كان انما يكون اقتضاب مع ا لكن الح والر وا هى اقتضاب	1:1	High	Severe	syllabē; ΓΡ/ΓΡΑ=al-ḥ wa-l-r; asēmos ('non-significant') → 'madlūl' (significant): inversion
20.7	Ἀλλὰ καὶ τούτων θεωρῆσαι τὰς διαφορὰς τῆς μετρικῆς ἐστίν.	‏الا انه ينبغى ان ننظر فى اختلاف هذه اعنى هذه الوزنية	1:1	High	Clean	
20.8	Σύνδεσμος δ᾿ ἐστὶ φωνὴ ἄσημος, ἣ οὔτε κωλύει οὔτε ποιεῖ φωνὴν μίαν σημαντικήν, ἐκ πλειόνων φωνῶν πεφυκυῖαν συντίθεσθαι, καὶ ἐπὶ τῶν ἄκρων καὶ ἐπὶ τοῦ μέσου, ἢν μὴ ἁρμόττῃ ἐν ἀρχῇ λόγου τιθέναι καθ᾿ αὑτόν, οἷον μέν, ἤτοι, δή.	‏واما الرباط فهو صوت مركب غير مدلول بمنزلة اما ووالسيں وذلك ان ما يسمع منها هو غير مدلول مركب ا من اصوات كثيرة وهى دالة على صوت لفظة واحد مركب غير مدلول	1:1	High	Moderate	syndesmos=al-ribāṭ; men/ētoi/dē
20.9	Ἢ φωνὴ ἄσημος ἐκ πλειόνων μὲν φωνῶν μιᾶς, σημαντικῶν δέ, ποιεῖν πεφυκυῖα μίαν σημαντικὴν φωνήν.	—	0:1	—	—	Greek's second (alternate) definition of syndesmos not separately rendered — ch.20 definitions are textually disordered
20.10	Ἄρθρον δ᾿ ἐστὶ φωνὴ ἄσημος, ἣ λόγου ἀρχὴν ἢ τέλος ἢ διορισμὸν δηλοῖ, οἷον τὸ φημί καὶ τὸ περί καὶ τὰ ἄλλα.	‏واما الواصلة فهى صوت مركب غير مدلول اما لابتدا القول واما لاخره او حد دال بمنزلة فاواو من اجل او	1:1	High	Moderate	arthron=al-wāṣila
20.11	Ἢ φωνὴ ἄσημος, ἣ οὔτε κωλύει οὔτε ποιεῖ φωνὴν μίαν σημαντικὴν ἐκ πλειόνων φωνῶν, πεφυκυῖα τίθεσθαι καὶ ἐπὶ τῶν ἄκρων καὶ ἐπὶ τοῦ μέσου.	‏الا يقال صوت مركب غير مدلول الذى لا يمنع ولا يفعل الصوت والواحد المدلول الذى من شانه ان يركب من اصوات كثيرة وعلى الروس وعلى الوسط	1:1	High	Moderate	akrōn/mesou=al-ruʾūs/al-wasaṭ
20.12	Ὄνομα δ᾿ ἐστὶ φωνὴ συνθετή, σημαντικὴ ἄνευ χρόνου, ἧς μέρος οὐδέν ἐστι καθ᾿ αὑτὸ σημαντικόν· ἐν γὰρ τοῖς διπλοῖς οὐ χρώμεθα, ὡς καὶ αὐτὸ καθ᾿ αὑτὸ σημαῖνον, οἷον ἐν τῷ Θεοδώρῳ τὸ δῶρον οὐ σημαίνει.	‏واما الاسم فهو لفظة او صوت مركب دالة او دال خلو من الزمان جزو من اجزايه لا يدل على انفراده وليس يستعمل الاسما المركبة على ان جزو من اجزايها بدل على انفراده وذلك ان دورس من ثاودوس ليس يدل على شى	1:1	High	Moderate	onoma=al-ism; Theodōros=thāwdūs / dōron=dūrs
20.13	Ῥῆμα δὲ φωνὴ συνθετή, σημαντικὴ μετὰ χρόνου, ἧς οὐδὲν μέρος σημαίνει καθ᾿ αὑτό, ὥσπερ καὶ ἐπὶ τῶν ὀνομάτων· τὸ μὲν γὰρ ἄνθρωπος ἢ λευκὸν οὐ σημαίνει τὸ πότε, τὸ δὲ βαδίζει ἢ βεβάδικε προσσημαίνει τὸ μὲν τὸν παρόντα χρόνον τὸ δὲ τὸν παρεληλυθότα.	‏واما الكلمة فهى صوت دال او لفظة دالة تدل معما تدل عليه على الزمان جزو من اجزايه لا يدل على انفراده كما لا يدل جزو من اجزا الاسما على انفراده وذلك ان قولنا انسان او ابيض ليس يدلان على الزمان واما قولنا يمشى او مشى فقد يدلان على الزمان اما ذاك فعلى الزمان الحاضر واما هذا فعلى الزمان الماضى	1:1	High	Clean	rhēma=al-kalima; anthrōpos/leukon=insān/abyaḍ; badizei/bebadike=yamshī/mashā
20.14	Πτῶσις δ᾿ ἐστὶν ὀνόματος ἢ ῥήματος ἡ μὲν τὸ κατὰ τούτου ἢ τούτῳ σημαίνουσα καὶ ὅσα τοιαῦτα, ἡ δὲ τὸ κατὰ τὸ ἑνὶ ἢ πολλοῖς, οἷον ἄνθρωποι ἢ ἄνθρωπος, ἡ δὲ κατὰ τὰ ὑποκριτικά, οἷον κατ᾿ ἐρώτησιν ἢ ἐπίταξιν· τὸ γὰρ ἐβάδισεν ἢ βάδιζε πτῶσις ῥήματος κατὰ ταῦτα τὰ εἴδη ἐστίν.	‏واما التصريف فهو للاسم او للقول اما ذاك على ان لهذا وهذا وما اشبه ذلك بعضه يدل على واحد او على كثير بمنزلة الناس او الانسان واما ذاك فعلى هذه التى هى والاقاويل بمنزلة ما فى السوال وفى الامر وذلك ان قولنا مشى او يمشى [اذا دللنا به على الزمان المستقبل] هما تصاريف الكلمة وهذه هى انواعها ايضا	1:1	High	Moderate	ptōsis=al-taṣrīf; anthrōpoi/anthrōpos=al-nās/al-insān; Tkatsch bracket
20.15	Λόγος δὲ φωνὴ συνθετὴ σημαντική, ἧς ἔνια μέρη καθ᾿ αὑτὰ σημαίνει τι· οὐ γὰρ ἅπας λόγος ἐκ ῥημάτων καὶ ὀνομάτων σύγκειται, οἷον ὁ τοῦ ἀνθρώπου ὁρισμός, ἀλλ᾿ ἐνδέχεται ἄνευ ῥημάτων εἶναι λόγον.	‏والقول هو لفظ دال او صوت دال مركب الواحد من اجزايه يدل على انفراده وليس كل قول مركب من الكلمة بمنزلة حد الانسان لكن قد يمكن ان يكون القول من كلم	1:1	High	Clean	logos=al-qawl; horismos=ḥadd al-insān
20.16	Μέρος μέντοι ἀεί τι σημαῖνον ἕξει, οἷον ἐν τῷ βαδίζει Κλέων ὁ Κλέων.	‏جزو من القول الدال على ما هو الشى بمنزلة ان يكون له بمنزلة قولنا قاللناس فى قولنا قاللناس يمشى	1:1	Medium	Severe	Kleōn → 'qāl al-nās'(?) garbled
20.17	Εἷς δ᾿ ἐστὶ λόγος διχῶς· ἢ γὰρ ὁ ἓν σημαίνων, ἢ ὁ ἐκ πλειόνων συνδέσμων, οἷον ἡ Ἰλιὰς μὲν συνδέσμῳ εἷς, ὁ δὲ τοῦ ἀνθρώπου τῷ ἓν σημαίνειν.	‏والقول يكون واحدا على ضربين وذلك انه اما ان يكون القول واحدا بان يدل على واحد واما ان يكون واحدا برباطات كثيرة بمنزلة قولنا سفر او اوميروس هو المعروف بايلياس هو واحد وذلك ان هذا هو واحد برباط واما قولنا انسان يمشى فهو واحد من قبل انه يدل على واحد	1:1	High	Moderate	Iliad=īlyās; Homer=awmīrus
— CHAPTER 21  (Greek 22 · Arabic 22 units) —						
21.1	Ὀνόματος δὲ εἴδη τὸ μὲν ἁπλοῦν (ἁπλοῦν δὲ λέγω ὃ μὴ ἐκ σημαινόντων σύγκειται, οἷον γῆ) τὸ δὲ διπλοῦν· τούτου δὲ τὸ μὲν ἐκ σημαίνοντος καὶ ἀσήμου, τὸ δὲ ἐκ σημαινόντων σύγκειται.	‏وانواع الاسم هما نوعان احدهما الاسم البسيط واعنى بالبسيط ما ليس هو مركب من اجزا تدل بمنزلة قولنا الارض والاخر المضاعف وهذا منه ما هو مركب من الدالة وغير دالة [عند] غير له ليس من حيث هو دال بالاسم ومنه ما هو مركب من الدالة	1:1	High	Moderate	haploun=basīṭ (gē=al-arḍ); diploun=al-muḍāʿaf
21.2	Εἴη δ᾿ ἂν καὶ τριπλοῦν καὶ τετραπλοῦν καὶ πολλαπλοῦν ὄνομα, οἷον τὰ πολλὰ τῶν Μεγαλιωτῶν Ἑρμοκαϊκόξανθος.	‏من قبل ان الاسم قد يكون ذو ثلثة الاصڡار وكثير الاضعاف بمنزلة كثير من ماساليوطا ارما قايقون كسانثوس المتضرع الى رب السموات	1:1	High	Moderate	Hermokaikoxanthos glossed 'praying to the Lord of heavens' (folk-etymology); Massaliōtōn
21.3	Ἅπαν δὲ ὄνομά ἐστιν ἢ κύριον ἢ γλῶττα ἢ μεταφορὰ ἢ κόσμος ἢ πεποιημένον ἢ ἐπεκτεταμένον ἢ ὑφῃρημένον ἢ ἐξηλλαγμένον.	‏وكل اسم هو اما حقيقى واما لسان واما مٮارى واما زينة واما معمول او مفعول او مفارق او متغير	1:1	High	Moderate	8 kinds: kyrion=ḥaqīqī, glōtta=lisān, metaphora=mutaʾāddī, kosmos=zīna, …
21.4	Λέγω δὲ κύριον μὲν ᾧ χρῶνται ἕκαστοι, γλῶτταν δὲ ᾧ ἕτεροι, ὥστε φανερὸν ὅτι καὶ γλῶτταν καὶ κύριον εἶναι δυνατὸν τὸ αὐτό, μὴ τοῖς αὐτοῖς δέ· τὸ γὰρ σίγυνον Κυπρίοις μὲν κύριον, ἡμῖν δὲ γλῶττα.	‏واعنى بالحقيقى الذى يستعمله كل انسان واعنى باللسان على انه لقوم اخر حتى يكون معلوم اللسان والحقيقى هما فى قوتهما شى واحد بعينه الا ان ذلك لقوم باعيانها وذلك ان سيغونن اما لاهل ٯوس فحقيقى واما لنا نحن فلسان واما دورو فهو لنا حقيقى واما لاهل فلسان	1:1	High	Moderate	sigynon=sīghūnn; Kyprioi=ahl Qūs
